Seconds_Since_Start,Score_Difference
23,-2
44,-1
59,-3
93,-6
107,-3
171,-1
202,-3
222,-1
238,-4
258,-2
282,-4
329,-3
348,-5
369,-2
390,-4
412,-1
428,-3
445,0
461,-2
495,0
509,2
550,0
573,2
646,4
683,7
690,5
720,4
739,7
763,5
810,8
837,10
873,13
922,15
948,16
987,14
1005,17
1071,19
1088,17
1117,15
1153,13
1203,15
1224,13
1256,11
1299,10
1324,13
1331,14
1339,12
1357,14
1394,12
1405,14
1457,16
1472,14
1490,16
1524,18
1538,16
1575,19
1624,21
1677,23
1703,25
1738,27
1753,25
1843,23
1865,25
1919,23
1979,21
1997,23
2014,21
2056,23
2074,21
2095,22
2107,19
2120,21
2129,19
2159,17
2197,20
2239,22
2268,20
2320,22
2348,24
2368,22
2387,25
2425,28
2451,29
2465,27
2478,29
2522,27
2548,29
2573,31
2583,28
2596,30
2620,28
2647,26
2694,23
2720,20
2754,17
2782,16
2789,18
2795,15
2807,16
2829,14
