Seconds_Since_Start,Score_Difference
21,2
90,3
106,1
146,-1
161,-3
188,-6
212,-8
260,-6
298,-5
310,-7
324,-4
343,-6
377,-8
396,-6
408,-9
465,-7
499,-9
520,-7
536,-9
545,-7
554,-9
570,-7
594,-10
634,-8
650,-6
697,-8
716,-6
742,-3
772,-5
798,-3
839,-1
853,-3
873,-1
961,1
984,-1
1016,1
1028,0
1050,3
1066,0
1108,3
1143,6
1210,7
1232,4
1287,2
1325,4
1345,6
1353,4
1376,6
1425,8
1455,6
1475,8
1495,10
1559,13
1607,15
1622,12
1647,14
1677,12
1695,14
1724,12
1741,14
1752,12
1829,15
1854,17
1873,14
1896,11
1946,14
1982,15
1996,14
2032,17
2041,15
2065,18
2120,16
2133,15
2150,18
2251,20
2302,18
2356,20
2369,18
2443,19
2457,17
2493,16
2503,17
2569,19
2583,17
2606,19
2617,16
2636,17
2649,14
2684,13
2709,16
2720,14
2741,16
2753,14
2786,16
2796,13
2817,11
2843,9
