Seconds_Since_Start,Score_Difference
31,2
46,0
86,-2
163,0
173,-2
185,0
299,-2
316,0
334,-2
368,0
386,-2
442,-4
486,-1
501,-3
527,-4
583,-6
589,-4
623,-1
652,1
685,3
698,1
772,3
830,1
905,-1
915,1
927,-1
949,-3
1020,-5
1083,-7
1143,-9
1207,-7
1265,-9
1277,-7
1299,-5
1327,-7
1347,-5
1361,-7
1398,-9
1473,-11
1497,-13
1512,-10
1554,-12
1620,-14
1640,-12
1691,-10
1739,-12
1798,-10
1814,-8
1845,-10
1926,-13
1947,-15
2024,-13
2038,-14
2043,-16
2096,-14
2125,-12
2127,-13
2137,-15
2191,-17
2214,-14
2246,-12
2297,-14
2324,-16
2353,-14
2451,-17
2472,-15
2495,-17
2503,-16
2510,-14
2531,-16
2572,-13
2586,-15
2596,-13
2624,-15
2658,-17
2671,-15
2707,-13
2730,-11
2762,-9
2785,-11
2839,-9
2862,-12
2868,-10
