Seconds_Since_Start,Score_Difference
31,-3
63,-1
115,1
126,-2
174,-4
194,-2
218,0
244,2
263,0
272,2
281,-1
296,2
319,5
335,2
390,4
409,1
440,-1
457,-3
492,-6
537,-4
580,-7
603,-5
617,-7
664,-6
683,-8
695,-7
747,-9
780,-12
791,-9
845,-11
908,-9
925,-12
941,-10
952,-12
975,-9
998,-7
1046,-5
1066,-8
1090,-5
1142,-3
1185,-5
1232,-8
1251,-6
1268,-8
1285,-6
1294,-8
1315,-6
1341,-8
1363,-6
1380,-8
1403,-9
1476,-7
1501,-9
1524,-7
1538,-9
1549,-6
1562,-8
1575,-6
1655,-4
1682,-1
1723,-3
1739,-1
1780,-3
1845,-1
1866,-4
1881,-2
1939,-4
1958,-2
1974,-4
1993,-1
2007,-3
2048,-6
2108,-8
2152,-11
2183,-9
2220,-11
2276,-13
2297,-16
2319,-14
2436,-16
2458,-14
2473,-17
2484,-15
2498,-18
2526,-16
2552,-14
2568,-16
2586,-14
2613,-16
2626,-14
2641,-16
2652,-13
2692,-11
2820,-12
2860,-15
