Seconds_Since_Start,Score_Difference
12,2
61,5
107,7
145,5
192,2
211,4
256,3
281,5
356,7
371,5
397,6
429,8
445,7
463,9
482,7
496,9
526,7
566,9
594,11
613,9
634,6
655,8
673,4
688,6
694,3
714,5
718,2
760,4
790,6
857,4
927,6
944,4
951,6
967,9
993,10
1022,13
1061,11
1098,8
1126,11
1176,13
1193,11
1220,13
1251,14
1263,11
1284,10
1295,12
1314,10
1334,12
1366,10
1388,13
1395,11
1409,13
1429,11
1452,9
1512,11
1535,9
1542,12
1572,13
1591,15
1624,17
1643,15
1652,18
1671,16
1710,14
1746,12
1763,14
1779,12
1846,10
1869,12
1882,9
1963,11
2002,13
2048,12
2074,9
2128,11
2146,8
2190,6
2205,8
2239,7
2246,5
2262,7
2434,5
2455,7
2470,5
2498,8
2509,6
2539,3
2577,1
2601,-1
2621,1
2696,-2
2724,1
2775,-1
2816,1
2832,-2
2870,-4
2877,-1
2878,-3
2879,-5
