Seconds_Since_Start,Score_Difference
40,-2
82,-5
108,-4
121,-2
135,-3
170,-5
189,-3
206,-1
222,-3
239,-1
263,1
275,-2
287,0
303,-2
326,-4
352,-6
374,-4
387,-6
404,-4
413,-6
442,-4
480,-6
501,-4
515,-6
529,-4
536,-6
555,-9
588,-11
607,-9
619,-11
637,-9
675,-11
736,-13
756,-11
773,-13
829,-10
852,-12
866,-10
890,-7
905,-9
946,-7
970,-9
995,-11
1025,-14
1047,-17
1076,-20
1124,-18
1159,-20
1198,-22
1231,-25
1243,-24
1266,-26
1286,-28
1310,-26
1337,-28
1356,-26
1370,-28
1374,-26
1392,-29
1406,-27
1412,-30
1469,-28
1477,-30
1509,-28
1525,-30
1576,-28
1588,-30
1602,-32
1632,-30
1657,-32
1683,-30
1707,-31
1724,-28
1734,-30
1749,-28
1760,-30
1773,-28
1826,-30
1831,-28
1841,-30
1875,-31
1883,-34
1893,-33
1912,-35
1928,-32
1940,-34
1951,-37
1968,-35
2012,-38
2037,-36
2056,-34
2078,-35
2102,-37
2117,-35
2142,-33
2265,-30
2320,-32
2347,-30
2367,-32
2390,-30
2415,-32
2435,-34
2445,-37
2470,-35
2494,-37
2517,-40
2576,-38
2648,-40
2663,-38
2700,-36
2720,-38
2747,-36
2784,-39
2818,-37
2830,-40
2841,-38
2856,-36
