Seconds_Since_Start,Score_Difference
17,-2
33,0
50,-1
77,-3
110,-6
168,-4
184,-6
232,-3
267,-5
278,-3
300,-5
310,-3
383,-5
447,-3
477,-5
500,-3
546,-1
589,-2
608,0
631,-2
643,0
662,2
673,0
734,2
741,0
777,3
804,6
859,8
883,6
913,5
961,7
974,5
987,3
1031,0
1048,1
1065,-2
1082,-3
1102,-2
1103,1
1121,-2
1136,-1
1208,1
1250,-1
1266,1
1286,-2
1307,-4
1324,-1
1367,-4
1393,-3
1405,-6
1429,-3
1440,-6
1458,-4
1502,-5
1526,-6
1550,-4
1588,-1
1619,1
1642,3
1671,1
1754,3
1781,5
1816,7
1868,10
1911,8
1944,10
1989,13
2007,10
2035,8
2054,11
2073,9
2092,11
2152,9
2159,11
2176,9
2193,12
2211,10
2262,13
2296,10
2347,13
2385,11
2429,13
2440,11
2459,13
2484,10
2528,8
2544,10
2557,9
2582,11
2630,9
2643,11
2650,8
2707,6
2722,8
2747,7
2830,8
2844,9
