Seconds_Since_Start,Score_Difference
22,3
49,5
77,6
89,3
121,5
152,7
165,4
187,2
208,0
263,-2
286,-5
305,-2
334,1
386,-1
400,1
430,4
494,1
565,-1
587,2
601,-1
633,-4
655,-2
720,0
753,2
767,0
784,2
801,-1
843,-4
867,-7
889,-6
921,-8
945,-5
960,-4
968,-6
1034,-3
1051,-5
1077,-3
1111,-5
1133,-2
1157,-4
1195,-7
1270,-5
1283,-7
1307,-9
1347,-11
1359,-8
1404,-10
1409,-7
1459,-5
1481,-7
1540,-10
1561,-12
1605,-14
1619,-11
1647,-9
1664,-11
1738,-13
1752,-15
1791,-14
1832,-12
1845,-14
1864,-12
1902,-10
1947,-12
2016,-10
2076,-12
2132,-10
2160,-8
2178,-11
2234,-9
2271,-7
2303,-4
2322,-6
2372,-4
2393,-7
2430,-9
2456,-7
2505,-10
2511,-8
2530,-10
2551,-7
2587,-9
2605,-7
2654,-5
2706,-2
2739,0
2763,-2
2780,1
2794,-1
2809,0
2828,-2
2851,1
2872,3
2874,0
2880,3
