Seconds_Since_Start,Score_Difference
20,-3
51,-5
153,-8
171,-6
238,-4
263,-1
313,-3
349,-5
377,-7
399,-10
413,-9
432,-11
516,-9
542,-7
595,-8
614,-6
656,-4
705,-6
744,-8
796,-6
813,-4
895,-6
905,-4
921,-6
938,-8
962,-5
1004,-3
1124,-5
1192,-7
1229,-9
1243,-7
1299,-4
1316,-6
1338,-4
1378,-2
1408,0
1470,-1
1481,0
1494,-3
1518,-5
1537,-2
1548,-4
1615,-6
1661,-4
1667,-5
1697,-3
1753,0
1785,2
1795,1
1816,3
1836,0
1860,-1
1945,0
1959,-2
1981,0
2000,-3
2016,-1
2034,0
2053,2
2102,0
2126,2
2147,1
2160,-1
2196,-4
2213,-2
2279,-4
2290,-2
2326,-4
2362,-6
2383,-4
2404,-6
2474,-4
2493,-6
2517,-3
2539,-5
2552,-3
2571,-5
2580,-4
2643,-6
2683,-9
2697,-7
2749,-9
2791,-7
2820,-5
2861,-7
