Seconds_Since_Start,Score_Difference
42,-2
73,0
90,-3
104,-1
150,-3
196,-1
220,-4
233,-2
271,-5
287,-3
352,-1
389,1
410,4
449,2
486,-1
504,1
527,-2
564,-4
585,-2
681,-4
696,-6
743,-4
823,-1
871,-3
891,-1
929,-3
940,0
962,-2
978,0
1005,2
1138,4
1163,2
1255,4
1285,1
1339,-1
1402,1
1408,-1
1451,-3
1472,0
1499,-2
1514,0
1533,-2
1589,-4
1618,-6
1659,-4
1695,-7
1717,-10
1733,-7
1763,-5
1807,-3
1828,-1
1839,-2
1900,-4
1971,-1
1993,2
2031,0
2081,-2
2150,-4
2173,-6
2190,-4
2215,-2
2258,1
2303,-1
2331,-3
2388,-5
2418,-7
2434,-5
2459,-7
2464,-4
2480,-6
2493,-4
2540,-1
2559,-3
2578,-1
2593,1
2657,4
2669,3
2676,1
2711,3
2727,1
2750,3
2753,1
2760,-1
2775,0
2843,2
2856,3
2865,1
2869,3
2875,5
