Seconds_Since_Start,Score_Difference
59,2
77,0
92,2
109,0
140,-2
180,0
210,-3
222,-1
242,-3
259,-6
288,-4
302,-6
334,-9
360,-7
399,-9
435,-11
496,-13
515,-11
585,-9
615,-7
625,-10
659,-12
674,-10
687,-12
699,-10
716,-13
738,-16
763,-14
785,-11
808,-13
833,-10
849,-12
878,-14
932,-16
958,-14
992,-16
1001,-15
1007,-18
1043,-20
1075,-18
1090,-15
1125,-12
1153,-9
1174,-12
1237,-15
1253,-13
1283,-15
1296,-13
1307,-16
1324,-14
1353,-12
1366,-14
1403,-12
1462,-14
1475,-13
1501,-16
1516,-14
1534,-17
1579,-15
1604,-12
1632,-9
1693,-11
1732,-13
1745,-11
1803,-13
1818,-12
1828,-10
1855,-8
1902,-10
1929,-12
1963,-14
1974,-12
2028,-14
2069,-13
2128,-15
2131,-13
2193,-10
2221,-8
2249,-6
2269,-8
2279,-6
2305,-4
2329,-6
2362,-8
2378,-6
2393,-4
2411,-2
2457,1
2475,3
2502,5
2523,2
2565,4
2578,2
2617,-1
2644,2
2656,1
2665,-1
2689,-3
2705,-1
2722,-3
2743,-1
2762,-4
2784,-2
2799,-3
2806,-1
2858,-3
2872,-1
2873,-3
