Seconds_Since_Start,Score_Difference
19,2
38,0
66,-2
88,0
103,-2
134,-4
174,-7
204,-9
221,-7
269,-5
348,-3
366,-6
394,-4
420,-6
469,-3
527,-1
544,-3
578,-1
603,-3
643,-5
656,-3
682,-5
785,-3
797,-5
815,-3
839,-1
851,-4
867,-2
881,-3
904,-5
930,-7
959,-5
1005,-2
1018,-5
1054,-3
1088,-5
1104,-3
1119,-5
1148,-8
1195,-6
1266,-9
1280,-8
1356,-10
1385,-11
1398,-9
1464,-11
1484,-9
1534,-11
1594,-13
1612,-11
1656,-9
1674,-7
1706,-4
1742,-2
1763,-5
1796,-8
1847,-10
1862,-8
1888,-7
1914,-10
1943,-9
1953,-11
1970,-9
1985,-12
2001,-10
2012,-13
2024,-11
2053,-8
2067,-11
2155,-13
2178,-10
2237,-8
2271,-10
2300,-11
2377,-8
2396,-6
2464,-4
2479,-6
2495,-4
2555,-5
2569,-2
2622,-5
2654,-4
2679,-7
2764,-10
2775,-7
2836,-5
2845,-7
2853,-4
2855,-5
2863,-4
2869,-5
2874,-3
2876,-5
