Seconds_Since_Start,Score_Difference
13,-2
56,-1
73,-4
96,-6
112,-5
128,-3
179,-5
206,-7
234,-9
325,-12
336,-10
389,-8
498,-6
511,-8
528,-6
585,-8
625,-9
644,-6
671,-3
695,-1
738,1
759,-1
835,1
898,3
913,0
956,2
988,0
1007,3
1021,0
1085,2
1096,0
1174,-2
1204,0
1231,1
1251,-2
1271,0
1309,-1
1348,-3
1410,-1
1429,-4
1487,-1
1529,-4
1564,-2
1608,0
1629,-2
1655,1
1702,3
1719,1
1753,-2
1780,0
1824,2
1910,5
1937,2
1993,4
2004,1
2048,-1
2126,1
2145,-1
2206,1
2269,3
2286,0
2305,2
2316,0
2339,2
2363,-1
2430,-3
2480,-1
2494,-3
2538,-1
2579,0
2591,-2
2622,-4
2639,-1
2670,1
2687,-1
2746,0
2767,-2
2805,-4
2826,-2
2843,-4
2851,-1
