Seconds_Since_Start,Score_Difference
23,2
86,4
106,2
133,0
162,-2
176,1
234,3
270,1
284,3
304,5
337,3
378,1
416,-1
447,-3
471,0
483,-2
497,0
512,-3
547,-1
598,0
609,-2
628,0
661,-3
671,-1
719,-3
734,-5
799,-3
810,-5
847,-7
857,-5
877,-7
910,-9
921,-7
935,-9
961,-6
1036,-4
1049,-6
1069,-4
1082,-6
1110,-5
1145,-3
1163,-6
1177,-4
1190,-7
1207,-9
1221,-7
1239,-9
1284,-7
1297,-10
1314,-8
1341,-6
1388,-4
1407,-7
1433,-9
1455,-11
1469,-9
1522,-11
1533,-9
1581,-11
1605,-13
1618,-11
1630,-14
1647,-11
1670,-13
1686,-11
1703,-14
1718,-12
1735,-14
1753,-11
1765,-14
1778,-12
1790,-14
1806,-11
1837,-8
1852,-11
1866,-8
1898,-7
1928,-5
1940,-7
1962,-9
1977,-7
2037,-5
2097,-7
2123,-5
2147,-3
2174,-1
2214,1
2230,0
2250,2
2268,0
2309,-1
2340,-4
2361,-1
2381,-3
2398,-1
2418,-3
2479,0
2584,-3
2606,0
2651,2
2684,1
2708,-1
2721,1
2740,-1
2825,-3
2837,-5
2850,-7
2860,-9
2868,-6
2870,-7
