Seconds_Since_Start,Score_Difference
26,-3
47,-1
65,-3
108,-5
123,-3
200,-6
217,-4
227,-6
238,-4
252,-7
296,-6
324,-4
379,-6
403,-8
418,-5
434,-7
444,-4
459,-7
495,-5
525,-7
539,-10
578,-8
586,-10
617,-13
629,-11
669,-8
691,-6
710,-8
741,-10
778,-8
843,-10
869,-8
880,-10
898,-8
910,-11
939,-13
981,-11
1005,-9
1032,-12
1050,-10
1101,-12
1134,-14
1171,-12
1207,-15
1217,-13
1254,-14
1265,-13
1313,-11
1336,-14
1355,-12
1370,-11
1385,-13
1416,-10
1436,-13
1454,-15
1490,-17
1528,-20
1541,-18
1561,-20
1570,-19
1604,-17
1645,-14
1678,-16
1741,-19
1760,-21
1797,-19
1819,-21
1849,-19
1862,-21
1888,-24
1924,-26
1998,-23
2028,-21
2042,-23
2095,-25
2108,-23
2110,-20
2128,-22
2159,-25
2224,-27
2234,-25
2244,-27
2253,-25
2267,-28
2281,-26
2348,-24
2363,-26
2378,-28
2405,-31
2437,-33
2451,-31
2489,-29
2532,-31
2569,-32
2585,-30
2614,-27
2642,-29
2660,-27
2675,-29
2692,-26
2709,-29
2730,-26
2770,-25
2806,-23
2819,-26
2831,-24
2846,-26
2848,-24
