Seconds_Since_Start,Score_Difference
15,-2
39,0
101,2
138,4
193,2
207,4
222,1
245,4
292,2
306,4
326,3
344,5
364,7
415,10
442,8
500,10
533,12
556,15
592,18
639,16
657,18
685,20
749,18
769,20
784,17
806,20
815,18
841,16
859,18
867,16
899,19
920,21
930,19
948,22
993,20
1064,18
1198,16
1215,14
1261,16
1299,19
1359,22
1412,23
1464,25
1484,23
1530,21
1538,23
1559,21
1571,22
1592,24
1626,26
1660,28
1724,30
1735,27
1778,25
1807,23
1819,26
1861,28
1885,30
1926,32
1968,30
1987,32
1994,30
2019,32
2059,35
2095,32
2121,34
2179,32
2204,34
2271,32
2280,34
2290,31
2328,33
2344,32
2372,34
2390,32
2422,35
2439,33
2457,31
2477,28
2492,30
2506,28
2528,31
2549,28
2587,30
2615,32
2634,29
2664,26
2719,24
2733,27
2760,29
2782,32
2806,34
2819,36
2833,33
2845,36
2852,34
