Seconds_Since_Start,Score_Difference
49,2
98,4
109,1
122,4
139,7
195,4
215,2
236,-1
263,-2
327,-3
369,-6
405,-8
415,-5
440,-3
460,-5
488,-4
508,-6
565,-8
601,-9
615,-6
655,-8
686,-11
688,-8
717,-10
756,-9
798,-7
809,-9
829,-7
846,-9
860,-7
877,-9
905,-11
945,-9
990,-6
1012,-4
1059,-1
1086,1
1098,-1
1119,1
1128,-1
1142,2
1168,5
1192,3
1226,5
1289,4
1319,8
1328,7
1354,4
1377,6
1405,9
1417,7
1524,5
1585,2
1638,4
1656,2
1685,-1
1712,1
1722,-1
1811,-3
1834,-1
1845,-3
1883,-5
1894,-3
1909,-6
1935,-3
1954,-5
1980,-3
2005,-1
2064,1
2156,-1
2179,-3
2202,-5
2241,-7
2265,-5
2281,-7
2296,-9
2305,-7
2333,-9
2383,-6
2479,-8
2509,-10
2566,-14
2575,-11
2612,-8
2634,-11
2654,-8
2683,-6
2706,-7
2742,-4
2752,-2
2767,-4
2783,-6
2788,-8
2840,-10
2842,-8
