Seconds_Since_Start,Score_Difference
113,-3
134,-1
170,1
189,3
217,1
236,3
246,0
265,2
291,5
301,3
325,5
345,4
376,7
398,5
411,6
445,8
465,11
515,14
527,17
545,15
582,13
602,15
665,12
687,10
712,7
745,9
763,7
781,9
821,10
844,8
859,10
864,8
903,10
967,12
986,10
995,12
1009,9
1031,11
1052,8
1098,10
1126,13
1141,10
1164,12
1177,9
1216,6
1260,4
1273,7
1289,4
1301,2
1336,4
1363,5
1394,7
1405,5
1455,3
1476,5
1496,2
1512,4
1546,2
1633,4
1681,2
1737,0
1765,2
1884,4
1913,6
1933,9
1960,11
1973,9
2025,7
2097,9
2111,11
2148,12
2190,10
2207,12
2235,10
2242,13
2259,10
2286,7
2336,4
2442,5
2487,3
2502,1
2542,-2
2604,0
2629,-3
2682,-1
2701,1
2714,-1
2757,2
2796,4
2848,6
2859,8
2867,5
2871,7
2875,4
2876,5
