Seconds_Since_Start,Score_Difference
23,-2
42,-1
66,-3
99,-6
140,-3
158,-5
195,-3
211,-1
231,-3
258,-1
297,-4
321,-7
338,-5
356,-7
387,-9
400,-7
419,-5
451,-6
464,-3
494,-5
504,-2
568,-3
579,0
659,-2
705,0
719,-2
735,0
783,3
808,6
816,3
840,0
870,-2
883,0
907,-2
920,1
938,2
984,4
1019,2
1038,4
1052,1
1080,-1
1110,-3
1135,-1
1176,-3
1206,-5
1220,-3
1231,-5
1241,-3
1293,-5
1308,-3
1328,-5
1366,-7
1397,-10
1410,-8
1428,-10
1458,-13
1472,-12
1503,-10
1521,-12
1588,-9
1605,-12
1632,-10
1678,-9
1691,-12
1705,-10
1733,-8
1778,-6
1791,-5
1793,-3
1819,-5
1839,-3
1875,-1
1901,1
1935,3
2025,5
2051,8
2083,10
2100,7
2112,9
2149,7
2228,10
2263,12
2344,9
2370,10
2389,12
2401,9
2439,8
2461,10
2494,12
2505,8
2524,10
2562,12
2593,14
2603,12
2619,14
2630,11
2654,13
2709,11
2726,13
2761,11
2782,9
2789,11
2797,8
2810,10
2826,13
2832,10
2838,12
