Seconds_Since_Start,Score_Difference
34,-2
57,-4
100,-6
128,-8
159,-10
182,-8
223,-10
255,-12
276,-9
300,-7
340,-9
364,-6
380,-7
405,-5
427,-4
439,-6
458,-4
570,-6
597,-4
623,-6
642,-4
668,-7
738,-9
764,-7
780,-9
850,-7
873,-5
900,-2
936,0
954,-2
993,-4
1045,-2
1103,-4
1112,-6
1121,-7
1134,-4
1186,-7
1225,-9
1233,-7
1278,-9
1293,-8
1372,-6
1392,-8
1405,-6
1457,-8
1509,-7
1532,-9
1552,-11
1591,-13
1682,-15
1694,-13
1730,-11
1758,-13
1770,-11
1780,-13
1802,-11
1845,-13
1885,-11
1901,-13
1923,-11
1933,-13
1951,-11
2010,-9
2026,-11
2044,-9
2068,-8
2152,-10
2253,-8
2317,-10
2358,-12
2380,-9
2414,-6
2429,-8
2447,-6
2453,-8
2469,-5
2503,-8
2518,-6
2534,-9
2552,-7
2565,-9
2587,-11
2598,-13
2644,-16
2657,-14
2694,-11
2716,-13
2772,-15
2784,-11
2811,-12
2817,-9
2843,-7
2871,-4
2872,-5
2876,-3
2877,-4
