Seconds_Since_Start,Score_Difference
21,1
61,-2
89,-4
103,-2
129,-5
139,-3
151,-6
173,-5
176,-3
203,-1
232,2
250,-1
273,-3
288,0
315,2
337,0
375,2
400,4
412,2
430,4
469,3
496,0
510,2
527,-1
569,1
590,3
601,1
622,3
638,1
652,3
675,4
682,2
690,4
719,6
729,8
747,10
759,8
773,6
838,8
859,9
886,12
945,10
979,8
999,10
1061,8
1077,9
1087,6
1115,4
1161,6
1187,3
1215,6
1240,4
1276,1
1288,3
1323,1
1340,2
1367,0
1433,2
1474,4
1497,7
1509,5
1529,7
1567,9
1582,7
1601,9
1616,11
1641,13
1656,12
1716,10
1752,7
1807,4
1839,2
1853,5
1881,7
1898,9
1923,7
1943,10
1956,7
2007,5
2032,8
2091,10
2111,11
2158,13
2177,10
2195,12
2210,9
2233,7
2255,9
2266,7
2279,9
2298,7
2315,10
2388,12
2402,10
2416,12
2441,10
2460,13
2473,10
2491,12
2513,10
2544,7
2558,9
2568,6
2582,8
2660,5
2701,2
2720,4
2741,2
2774,4
2784,2
2799,4
2816,2
2833,4
2852,2
2861,4
2867,2
2869,4
