Seconds_Since_Start,Score_Difference
27,-3
44,0
74,2
91,-1
120,-2
134,-4
154,-1
172,-4
239,-2
251,-5
277,-3
307,-5
329,-3
343,-5
379,-7
402,-9
429,-7
439,-9
467,-11
484,-13
492,-11
506,-13
522,-11
556,-9
578,-10
608,-12
643,-14
664,-12
688,-9
707,-10
728,-7
757,-9
827,-11
856,-9
908,-11
928,-9
957,-7
967,-9
1033,-11
1054,-13
1090,-15
1128,-13
1178,-15
1202,-17
1222,-15
1237,-17
1275,-14
1298,-16
1318,-13
1335,-15
1352,-14
1376,-12
1385,-14
1399,-12
1407,-14
1420,-12
1439,-15
1503,-13
1533,-11
1545,-13
1561,-11
1577,-9
1602,-11
1621,-10
1656,-7
1679,-10
1706,-12
1718,-10
1736,-12
1764,-14
1776,-16
1819,-18
1835,-16
1863,-18
1892,-20
1902,-18
1933,-16
1951,-14
1957,-16
1966,-14
1984,-12
2000,-14
2027,-16
2045,-14
2076,-12
2091,-14
2118,-12
2132,-15
2152,-12
2172,-14
2207,-16
2261,-13
2277,-16
2295,-14
2319,-16
2331,-15
2374,-17
2394,-20
2411,-17
2438,-15
2465,-13
2488,-15
2504,-13
2523,-16
2554,-19
2582,-17
2623,-15
2647,-17
2667,-14
2694,-12
2766,-15
2775,-13
2794,-12
2853,-10
