Seconds_Since_Start,Score_Difference
34,1
50,-1
82,-3
118,-1
128,-3
156,-5
242,-7
267,-9
283,-11
302,-9
315,-11
322,-9
363,-7
383,-9
413,-7
430,-5
450,-7
463,-6
488,-4
549,-6
561,-4
588,-2
627,0
656,2
677,-1
766,1
800,-1
829,-3
848,-1
875,1
926,-1
985,-2
995,-1
1008,-3
1034,-5
1054,-2
1077,0
1130,-2
1139,0
1168,2
1240,4
1277,6
1288,3
1300,5
1321,3
1338,5
1349,7
1366,9
1386,11
1427,9
1440,6
1453,7
1465,4
1503,2
1514,5
1607,3
1629,1
1641,3
1709,0
1740,-2
1772,-5
1795,-3
1810,-5
1845,-7
1870,-8
1901,-11
1924,-9
1950,-11
1971,-14
1985,-12
1997,-14
2023,-16
2045,-14
2077,-16
2098,-13
2120,-15
2131,-13
2160,-11
2186,-8
2208,-5
2220,-7
2251,-5
2270,-7
2304,-5
2317,-7
2355,-6
2363,-8
2456,-11
2477,-10
2521,-8
2537,-10
2560,-8
2584,-6
2611,-7
2621,-4
2640,-7
2653,-4
2679,-7
2688,-5
2704,-3
2724,-5
2750,-7
2768,-5
2787,-6
2794,-3
2837,-5
2847,-7
2854,-9
2862,-7
2863,-9
2872,-7
