Seconds_Since_Start,Score_Difference
31,3
58,5
117,7
132,5
198,7
222,9
246,7
269,9
300,11
311,9
333,12
395,15
406,13
428,15
451,17
459,15
483,16
645,13
683,15
691,13
710,14
716,12
720,15
764,13
777,16
843,14
858,16
894,14
935,15
952,17
993,19
1004,16
1021,14
1070,16
1086,18
1106,17
1130,19
1150,17
1182,15
1195,17
1221,19
1241,16
1253,17
1267,15
1298,13
1317,15
1340,18
1357,16
1376,18
1389,16
1413,18
1437,16
1471,19
1494,16
1523,13
1543,15
1613,13
1646,11
1666,12
1727,14
1735,12
1744,14
1749,12
1775,11
1779,9
1805,7
1853,10
1888,13
1924,15
1944,12
1957,14
1985,12
2056,14
2077,12
2100,10
2138,8
2225,6
2246,4
2294,6
2317,4
2346,6
2436,3
2469,5
2483,3
2496,6
2531,8
2585,10
2610,13
2644,12
2656,15
2670,13
2727,11
2796,9
2819,11
2844,13
2854,11
