Seconds_Since_Start,Score_Difference
20,-2
47,0
66,-3
106,-1
119,-4
133,-1
160,2
177,-1
188,1
198,-1
227,-3
243,0
270,3
298,1
326,-2
341,0
388,2
406,1
426,3
441,0
459,2
504,5
527,7
575,5
588,8
607,6
625,8
641,6
660,9
687,7
736,10
786,8
814,6
826,8
852,10
917,8
995,6
1025,8
1051,6
1057,9
1082,7
1124,5
1182,3
1213,5
1294,7
1328,9
1376,6
1383,8
1405,6
1409,9
1429,11
1477,9
1500,8
1574,6
1612,9
1660,7
1697,9
1708,7
1739,10
1783,13
1807,10
1819,12
1839,15
1885,13
1908,16
1939,19
1961,16
1974,18
1995,20
2073,22
2098,20
2133,18
2226,20
2247,18
2267,20
2288,18
2330,20
2347,18
2361,21
2377,19
2412,22
2439,20
2503,18
2603,16
2635,14
2667,12
2689,14
2702,13
2726,11
2750,10
2771,12
2779,10
2793,12
2807,14
2820,12
2866,15
