Seconds_Since_Start,Score_Difference
13,-2
63,0
85,3
96,1
110,4
140,6
187,9
230,11
237,9
270,7
304,9
327,10
357,12
387,15
406,13
444,11
463,9
493,7
526,5
563,7
606,5
621,7
651,5
664,7
687,10
703,9
719,14
720,9
730,12
743,12
755,14
768,12
814,14
826,12
845,15
866,13
919,10
921,12
957,15
984,13
1008,16
1034,14
1059,13
1075,15
1089,13
1112,10
1124,9
1141,7
1170,9
1185,7
1200,9
1226,11
1283,8
1311,10
1332,7
1366,4
1384,6
1412,3
1429,6
1437,3
1440,6
1546,8
1571,6
1584,8
1610,9
1630,11
1676,13
1702,16
1727,18
1741,16
1774,13
1806,15
1825,13
1847,15
1862,14
1876,16
1926,19
1941,17
1957,19
2017,17
2035,15
2060,17
2099,19
2111,17
2129,15
2160,13
2170,11
2216,13
2243,11
2262,13
2275,11
2299,13
2310,11
2332,14
2348,12
2391,14
2459,16
2487,18
2506,20
2518,18
2537,20
2565,17
2614,19
2620,17
2681,20
2746,22
2768,24
2795,22
2802,24
2811,22
2824,24
2862,26
2877,24
