Seconds_Since_Start,Score_Difference
39,2
50,-1
95,-3
136,0
169,2
184,1
210,-1
227,2
251,5
284,8
311,10
319,9
321,6
337,8
372,11
388,8
415,6
428,8
441,6
471,3
487,2
526,1
562,-1
570,-2
598,0
649,1
662,-2
716,0
749,-2
778,0
800,1
805,2
810,4
874,1
898,3
927,5
944,2
984,4
1008,6
1031,4
1069,7
1096,10
1117,8
1152,10
1170,8
1200,10
1213,8
1265,9
1283,7
1299,9
1310,7
1349,10
1360,9
1370,12
1414,14
1436,12
1468,10
1478,12
1499,10
1515,13
1562,16
1581,13
1598,15
1619,13
1643,16
1675,14
1703,12
1710,15
1723,13
1756,11
1772,14
1807,12
1842,10
1859,9
1875,12
1900,15
1918,13
1938,10
1958,9
1995,7
2011,10
2047,8
2085,5
2101,8
2115,5
2121,2
2129,4
2148,2
2190,0
2214,-2
2228,0
2240,-2
2256,0
2273,-2
2289,-4
2305,-2
2379,-4
2407,-6
2440,-9
2452,-7
2514,-5
2545,-7
2563,-5
2611,-1
2627,-3
2673,-1
2700,1
2745,-1
2765,1
2772,-2
2785,1
2792,-1
2802,-3
2821,0
2843,-3
2849,-4
2851,-1
