Seconds_Since_Start,Score_Difference
8,3
29,1
48,3
95,5
116,7
170,9
206,12
229,10
246,13
264,15
331,18
351,16
368,18
377,16
390,17
399,14
421,11
440,13
451,10
475,7
497,10
549,11
608,8
646,11
675,8
691,10
712,8
730,7
802,5
866,4
882,6
906,4
964,2
1012,4
1073,6
1086,4
1096,6
1119,4
1137,6
1181,4
1197,7
1217,9
1237,7
1256,4
1302,2
1323,3
1337,1
1380,-1
1389,1
1404,-1
1416,2
1439,0
1454,-3
1500,0
1510,-1
1535,1
1558,4
1605,2
1621,5
1631,2
1672,4
1700,2
1722,4
1738,2
1750,5
1771,4
1804,2
1823,4
1858,7
1887,9
1898,6
1958,9
1984,12
2024,9
2056,7
2107,6
2131,4
2193,1
2206,-1
2236,-4
2268,-1
2290,-3
2311,-1
2334,2
2350,4
2476,2
2517,4
2570,2
2595,5
2611,2
2641,0
2649,2
2687,4
2745,2
2865,0
3315,2
3411,-1
3453,-4
3511,-2
3522,-4
3534,-1
3593,1
