Seconds_Since_Start,Score_Difference
22,2
63,4
97,6
144,8
157,5
175,7
198,5
216,7
228,4
265,6
279,8
299,6
329,3
355,1
371,3
388,1
407,2
430,0
463,2
486,0
525,-2
542,0
577,-2
602,-4
622,-6
634,-4
670,-3
688,-5
698,-3
718,-6
781,-8
813,-10
834,-12
856,-10
900,-7
937,-9
951,-7
962,-10
981,-8
1090,-10
1107,-8
1121,-10
1165,-11
1181,-14
1221,-16
1230,-15
1239,-16
1257,-18
1283,-16
1340,-14
1380,-12
1463,-14
1487,-16
1527,-19
1547,-22
1570,-20
1592,-18
1601,-20
1640,-18
1653,-16
1683,-19
1710,-21
1738,-23
1755,-25
1784,-23
1823,-21
1838,-19
1879,-21
1909,-23
1963,-26
1981,-23
2061,-25
2073,-23
2093,-25
2116,-27
2131,-25
2148,-27
2160,-26
2175,-24
2223,-22
2276,-20
2293,-23
2344,-25
2410,-23
2437,-21
2457,-22
2466,-23
2489,-21
2507,-19
2569,-21
2589,-19
2602,-21
2624,-20
2656,-18
2685,-16
2735,-14
2794,-12
2810,-10
2837,-9
