Seconds_Since_Start,Score_Difference
42,2
71,4
97,2
139,5
160,4
184,2
213,4
240,6
273,3
295,4
296,7
341,10
358,8
371,10
395,8
421,5
447,7
457,5
505,8
543,6
559,9
592,10
624,13
641,10
659,12
671,9
718,11
744,8
769,6
801,4
839,2
871,-1
885,2
913,4
940,6
959,4
993,2
1032,5
1053,3
1076,5
1125,7
1167,10
1191,8
1217,6
1240,4
1263,2
1279,4
1330,3
1347,6
1432,5
1438,3
1495,1
1539,3
1563,1
1587,3
1627,0
1684,3
1704,5
1730,8
1740,6
1761,9
1788,6
1849,3
1868,5
1895,7
1916,10
1967,8
2011,10
2023,8
2047,6
2082,8
2126,6
2156,4
2182,6
2230,3
2249,5
2262,2
2353,5
2455,3
2500,1
2519,3
2530,0
2551,2
2573,-1
2588,2
2651,4
2668,2
2688,4
2705,1
2770,3
2783,0
2818,-2
2828,1
2842,-2
2858,-4
2869,-5
