Seconds_Since_Start,Score_Difference
21,-3
38,-1
78,-3
93,-1
113,1
128,-1
146,1
168,4
182,2
204,4
247,2
276,-1
298,1
313,0
329,2
364,0
397,-2
419,-4
436,-1
462,0
537,2
568,-1
622,-3
635,-1
660,1
688,3
720,0
750,-2
766,0
829,3
846,1
870,-1
900,1
916,-1
941,-3
963,-5
997,-4
1023,-3
1053,-1
1072,-3
1103,-5
1117,-3
1132,-4
1174,-2
1192,-4
1214,-2
1230,-4
1249,-6
1318,-9
1337,-7
1373,-6
1390,-5
1405,-7
1411,-5
1424,-7
1440,-5
1453,-3
1499,-6
1517,-3
1538,-6
1564,-3
1588,-5
1611,-7
1630,-9
1664,-11
1687,-9
1719,-7
1826,-10
1863,-12
1885,-15
1926,-14
1938,-11
2023,-8
2057,-10
2113,-12
2127,-10
2144,-13
2160,-11
2201,-9
2220,-11
2250,-13
2287,-15
2295,-13
2311,-15
2327,-13
2360,-15
2402,-12
2421,-15
2435,-13
2451,-15
2490,-13
2523,-10
2592,-12
2615,-10
2647,-8
2675,-6
2702,-3
2723,-6
2771,-8
2786,-5
2852,-8
