Seconds_Since_Start,Score_Difference
22,-2
45,0
64,-2
78,0
131,-2
156,0
181,2
211,3
226,0
243,2
267,0
299,2
310,0
339,-2
438,0
469,2
488,3
540,1
551,3
577,2
609,-1
627,1
651,-1
668,1
697,-1
719,1
739,3
771,1
783,2
807,-1
827,-3
840,-6
853,-3
880,-5
910,-7
944,-5
973,-3
1012,-5
1049,-7
1083,-9
1109,-7
1164,-9
1177,-7
1202,-9
1209,-7
1223,-8
1240,-9
1265,-11
1295,-13
1328,-16
1349,-14
1362,-17
1391,-19
1406,-18
1413,-20
1434,-17
1437,-19
1458,-17
1494,-15
1564,-17
1579,-15
1604,-13
1638,-15
1685,-13
1707,-15
1728,-13
1758,-10
1810,-12
1828,-10
1843,-13
1867,-16
1915,-14
1942,-17
1952,-15
1981,-12
2013,-10
2039,-12
2083,-10
2103,-12
2124,-14
2159,-17
2208,-20
2264,-19
2279,-21
2317,-19
2350,-16
2379,-19
2472,-20
2497,-18
2514,-20
2522,-18
2534,-20
2580,-18
2681,-16
2710,-14
2754,-12
2772,-10
2799,-12
2817,-10
2829,-12
2836,-14
2866,-12
