Seconds_Since_Start,Score_Difference
43,2
59,4
126,2
144,4
222,6
281,9
311,12
338,15
354,13
448,11
460,13
472,11
491,13
532,11
554,9
591,7
608,5
661,2
668,5
686,3
736,1
755,3
771,1
790,3
801,0
819,2
905,0
986,-3
1001,-2
1019,-5
1105,-2
1130,-4
1143,-2
1158,-4
1184,-2
1227,-5
1257,-2
1280,-1
1306,1
1372,-1
1389,0
1407,2
1426,-1
1469,2
1496,0
1530,-2
1556,-4
1612,-2
1696,0
1723,2
1738,0
1771,2
1774,4
1802,2
1819,4
1836,2
1855,4
1880,6
1950,9
1979,7
2020,8
2053,6
2087,4
2129,6
2222,4
2274,2
2336,-1
2375,-4
2414,-2
2437,-4
2457,-2
2481,-4
2513,-6
2546,-4
2563,-6
2583,-4
2596,-6
2609,-4
2654,-2
2709,-4
2724,-2
2750,1
2763,0
2792,-2
2803,0
2832,3
2853,5
2868,7
