Seconds_Since_Start,Score_Difference
49,-2
98,-4
116,-1
197,-3
234,-5
267,-8
293,-10
376,-8
399,-5
423,-3
463,-5
475,-3
485,-5
532,-2
566,-4
649,-1
664,-3
776,-1
819,-4
845,-1
863,1
905,3
923,0
991,2
1032,0
1057,3
1073,2
1084,-1
1098,2
1116,4
1131,6
1174,9
1185,7
1236,5
1258,9
1292,8
1313,9
1328,7
1361,9
1414,10
1440,8
1489,11
1516,13
1529,11
1549,9
1576,10
1588,8
1645,11
1726,9
1810,7
1857,8
1879,6
1893,8
1895,9
1909,7
1924,9
1936,7
1952,11
1962,10
1981,13
1997,16
2035,18
2070,19
2077,17
2094,19
2106,16
2154,18
2171,16
2211,14
2235,16
2294,14
2333,12
2348,13
2389,11
2424,8
2538,10
2579,13
2607,15
2648,13
2667,11
2687,13
2693,12
2708,13
2714,11
2789,14
2810,11
2831,9
2864,6
2868,8
