Seconds_Since_Start,Score_Difference
20,-2
33,0
46,-1
106,1
115,-2
129,1
144,-1
165,1
180,-2
201,1
211,-1
237,1
247,-1
264,1
349,-2
367,0
415,1
434,-1
443,1
457,-1
472,1
485,-1
497,0
507,-2
518,0
546,-2
577,1
612,3
635,1
661,-2
684,-4
743,-6
779,-8
830,-11
843,-9
884,-11
902,-9
942,-8
988,-6
1003,-8
1020,-6
1032,-9
1042,-8
1054,-11
1073,-9
1083,-11
1095,-9
1113,-11
1127,-8
1191,-6
1198,-8
1219,-6
1239,-8
1247,-7
1258,-5
1277,-7
1287,-4
1312,-2
1384,0
1391,-2
1412,0
1418,-2
1503,0
1528,-2
1581,1
1630,-1
1654,1
1681,-2
1707,1
1718,-1
1745,-3
1763,-1
1789,2
1805,0
1817,2
1900,0
1923,2
1931,0
1962,2
2018,4
2040,2
2079,3
2096,0
2135,-3
2155,-1
2215,2
2258,-1
2293,-3
2307,-1
2332,-3
2375,-5
2405,-7
2460,-5
2481,-7
2510,-9
2583,-12
2632,-13
2655,-10
2676,-11
2691,-10
2696,-12
2706,-11
2725,-13
2780,-11
2798,-13
2802,-10
2815,-12
2846,-15
2854,-12
