Seconds_Since_Start,Score_Difference
54,2
113,5
153,7
191,4
205,6
233,8
249,5
265,7
295,9
331,11
357,13
385,15
444,17
475,15
501,12
520,15
560,17
597,19
621,16
636,19
668,22
719,24
739,21
749,24
773,22
811,25
881,28
929,30
972,32
987,30
1044,32
1067,30
1133,32
1191,31
1236,30
1257,32
1278,30
1300,28
1315,30
1332,28
1351,30
1400,28
1488,26
1538,28
1574,31
1607,28
1643,26
1691,23
1710,25
1724,23
1738,26
1779,24
1804,26
1821,24
1884,22
1910,20
1923,22
1946,25
1965,22
1978,25
2011,23
2033,21
2049,24
2057,26
2073,24
2107,21
2125,23
2134,22
2155,24
2175,26
2235,24
2257,26
2346,28
2386,26
2441,23
2491,21
2506,22
2523,20
2550,17
2586,15
2603,18
2612,16
2660,13
2703,15
2719,13
2741,12
2757,10
2842,8
2862,10
2877,8
