Seconds_Since_Start,Score_Difference
17,-3
37,-1
49,-3
63,0
78,-2
119,-4
150,-5
185,-3
204,-5
234,-3
259,-6
307,-4
323,-6
359,-8
414,-9
476,-11
521,-13
569,-11
611,-9
682,-12
750,-15
784,-17
809,-15
848,-13
868,-15
881,-13
941,-15
956,-13
998,-11
1058,-13
1078,-15
1124,-13
1137,-15
1167,-17
1215,-16
1288,-14
1310,-16
1327,-14
1346,-16
1358,-13
1382,-14
1392,-12
1435,-10
1510,-8
1526,-6
1542,-8
1566,-6
1614,-7
1643,-9
1668,-11
1694,-9
1699,-12
1725,-10
1772,-12
1806,-13
1825,-11
1858,-8
1875,-10
1907,-11
1957,-9
2040,-6
2086,-9
2101,-6
2184,-9
2200,-12
2224,-9
2241,-6
2260,-8
2271,-6
2327,-4
2368,-2
2389,-3
2401,-1
2409,-3
2433,-5
2444,-3
2473,-5
2486,-2
2531,-4
2616,-5
2627,-2
2644,-4
2697,-2
2772,0
2804,2
2819,-1
2862,-2
2867,0
2877,-2
