Seconds_Since_Start,Score_Difference
39,-2
92,1
109,3
135,5
153,7
184,10
251,7
278,9
298,7
319,9
330,6
413,4
429,6
465,9
498,7
508,9
546,11
578,13
591,10
618,13
644,11
658,14
709,12
742,15
782,13
805,10
859,8
893,7
928,5
956,8
967,5
1027,2
1095,4
1176,3
1190,5
1208,3
1218,6
1233,4
1247,7
1291,10
1312,8
1337,11
1358,9
1382,12
1389,11
1410,13
1433,12
1486,14
1531,16
1553,18
1566,16
1607,13
1632,15
1647,13
1691,16
1708,14
1781,12
1838,11
1849,8
1906,5
1914,2
1985,5
1991,4
2014,1
2042,3
2092,6
2100,3
2118,5
2145,7
2202,4
2214,5
2238,3
2280,0
2302,2
2331,4
2353,2
2429,5
2443,3
2455,5
2479,2
2508,4
2539,7
2586,9
2696,11
2737,14
2749,11
2766,13
2804,15
2812,12
2829,15
2840,13
