Seconds_Since_Start,Score_Difference
33,-2
68,-5
113,-3
141,-5
160,-2
178,-4
222,-6
250,-9
305,-11
334,-13
354,-10
431,-13
487,-15
592,-13
658,-11
675,-14
709,-17
720,-15
756,-12
800,-13
829,-11
853,-9
869,-12
934,-14
948,-12
976,-10
995,-12
1078,-9
1116,-11
1141,-9
1154,-12
1170,-9
1211,-11
1223,-9
1240,-11
1278,-9
1293,-12
1312,-10
1327,-12
1341,-9
1365,-12
1406,-9
1440,-10
1497,-8
1584,-10
1606,-8
1625,-10
1637,-7
1664,-4
1683,-6
1696,-4
1703,-7
1729,-4
1750,-3
1811,-6
1874,-4
1899,-3
1947,-6
1965,-3
1999,-1
2028,0
2055,2
2076,0
2098,3
2154,1
2218,3
2261,5
2284,3
2308,4
2335,5
2348,3
2427,5
2456,3
2469,5
2482,2
2506,4
2520,2
2553,3
2567,1
2615,3
2659,5
2672,3
2727,1
2746,3
2769,0
2786,2
2840,5
2846,7
2849,5
2869,7
