Seconds_Since_Start,Score_Difference
17,-2
59,-4
95,-1
131,2
150,0
159,2
178,-1
209,-4
230,-2
244,-5
281,-8
295,-6
324,-3
341,-5
406,-7
417,-6
447,-4
472,-2
495,0
504,-3
547,-1
604,-4
614,-3
647,-5
673,-8
770,-6
791,-8
816,-6
838,-8
879,-6
916,-4
958,-1
990,1
1022,-1
1080,-3
1160,-5
1174,-3
1196,-1
1223,1
1239,-1
1286,-3
1356,-6
1421,-8
1455,-6
1497,-7
1527,-9
1555,-7
1602,-9
1615,-8
1641,-10
1668,-13
1682,-10
1772,-12
1809,-14
1835,-13
1869,-14
1880,-13
1892,-15
1919,-18
1934,-16
1968,-18
1985,-16
1998,-18
2017,-16
2038,-14
2077,-12
2104,-10
2116,-12
2136,-15
2154,-12
2185,-13
2221,-15
2244,-13
2258,-16
2276,-14
2301,-17
2317,-14
2329,-17
2359,-19
2374,-16
2394,-19
2406,-17
2440,-15
2452,-18
2496,-21
2518,-19
2541,-21
2547,-19
2603,-22
2634,-24
2648,-21
2677,-20
2695,-21
2738,-18
2789,-20
2841,-17
2854,-19
2862,-16
