Seconds_Since_Start,Score_Difference
84,2
127,0
139,3
156,1
174,4
200,2
272,4
334,6
355,4
373,6
409,8
430,6
443,9
459,7
470,10
506,12
531,14
614,16
647,14
665,16
681,14
742,16
797,14
815,16
839,18
863,16
883,18
910,20
941,22
995,20
1006,22
1025,20
1031,22
1043,20
1118,22
1191,24
1229,26
1277,24
1296,25
1310,22
1372,19
1389,21
1399,19
1410,21
1426,23
1437,21
1455,24
1474,22
1499,24
1507,22
1534,19
1557,21
1575,19
1607,16
1636,14
1649,16
1681,18
1753,15
1828,13
1867,11
1884,13
1924,11
1994,9
2014,10
2039,11
2061,8
2087,10
2108,8
2131,7
2160,4
2175,2
2192,4
2250,2
2333,4
2351,2
2556,0
2573,2
2595,-1
2611,1
2639,-1
2649,1
2675,2
2742,4
2783,6
2788,5
2808,8
2816,5
2845,6
2852,4
2854,6
