Seconds_Since_Start,Score_Difference
18,-2
49,-4
65,-2
98,0
112,-2
134,1
187,-1
203,1
210,-1
240,-2
307,0
320,-1
354,1
390,-1
416,2
454,0
493,-2
511,0
600,2
644,4
658,1
677,3
693,0
718,2
787,0
815,-2
831,0
856,-1
891,1
979,4
993,3
1011,6
1031,4
1053,5
1137,3
1157,5
1178,3
1230,1
1282,3
1295,1
1318,3
1331,2
1355,3
1393,5
1408,3
1425,4
1440,1
1463,3
1502,5
1540,7
1550,5
1569,8
1581,6
1595,8
1671,10
1697,12
1718,10
1807,9
1828,12
1843,10
1863,12
1875,9
1920,7
1949,5
2002,8
2017,6
2042,4
2062,6
2086,5
2160,3
2184,1
2204,4
2235,6
2289,8
2304,6
2329,8
2360,9
2389,11
2402,9
2425,7
2456,5
2523,7
2575,6
2585,8
2608,6
2634,5
2683,8
2692,6
2733,8
2756,6
2776,8
2790,6
2815,5
2838,3
2856,5
2859,3
2860,4
2866,2
2867,4
2873,1
2874,3
2875,3
2880,0
3316,1
3353,-1
3386,1
3440,-1
3459,1
3480,-1
3488,1
3585,2
3591,3
3596,2
3597,4
