Seconds_Since_Start,Score_Difference
53,2
86,-1
164,2
178,0
194,1
209,-2
227,0
295,3
318,1
357,3
390,5
403,2
432,0
448,2
470,1
486,4
502,2
603,5
618,2
659,4
714,2
745,0
763,2
811,0
892,-2
915,-4
934,-2
951,-4
980,-7
991,-5
1009,-8
1030,-6
1117,-4
1162,-6
1238,-8
1264,-11
1279,-8
1299,-11
1314,-8
1341,-10
1374,-13
1391,-11
1411,-9
1453,-11
1478,-9
1501,-7
1538,-10
1577,-13
1600,-11
1627,-13
1644,-11
1672,-9
1684,-11
1722,-14
1744,-17
1761,-14
1781,-16
1809,-19
1842,-22
1874,-24
1910,-25
1934,-28
1956,-26
1993,-24
2098,-26
2102,-24
2113,-25
2119,-24
2193,-27
2272,-29
2285,-27
2323,-25
2392,-27
2409,-25
2449,-22
2479,-20
2541,-22
2596,-24
2677,-22
2713,-20
2740,-17
2753,-19
2786,-16
2828,-14
2845,-16
2862,-14
