Seconds_Since_Start,Score_Difference
37,1
75,-1
83,1
95,-2
127,-4
140,-2
164,0
186,2
235,4
246,1
269,3
299,5
327,8
347,9
360,6
375,8
398,5
412,7
428,10
452,12
478,9
497,12
556,11
570,13
626,10
680,8
690,9
716,7
739,5
752,7
838,9
854,11
868,8
888,10
903,7
941,9
951,8
961,10
980,8
993,11
1008,9
1019,11
1035,9
1044,11
1063,14
1174,17
1181,14
1221,16
1227,14
1240,16
1272,18
1295,15
1335,17
1344,15
1361,16
1380,17
1403,14
1429,12
1439,14
1473,12
1509,14
1522,12
1539,10
1556,12
1573,10
1652,12
1686,14
1720,15
1745,13
1767,11
1787,13
1801,11
1814,13
1829,11
1861,10
1978,7
2055,9
2072,10
2101,8
2127,5
2147,8
2183,10
2209,7
2226,9
2255,6
2290,4
2342,6
2368,9
2392,7
2464,9
2471,6
2547,4
2565,6
2609,8
2619,5
2689,8
2701,5
2727,8
2807,5
2830,7
2843,5
2853,6
2862,8
