Seconds_Since_Start,Score_Difference
17,-2
53,-4
66,-1
113,-3
173,-5
197,-7
223,-10
236,-8
266,-6
320,-9
336,-6
348,-8
365,-6
399,-8
412,-6
427,-8
461,-10
479,-8
499,-11
524,-9
540,-11
568,-13
582,-10
634,-7
652,-9
671,-11
685,-8
689,-10
733,-7
763,-4
772,-6
799,-8
811,-5
828,-7
852,-9
869,-11
942,-14
1007,-16
1036,-19
1057,-17
1071,-19
1092,-17
1108,-19
1127,-18
1156,-17
1203,-19
1222,-17
1239,-19
1259,-17
1271,-19
1294,-22
1305,-21
1324,-19
1344,-21
1472,-23
1503,-25
1562,-27
1579,-23
1606,-21
1625,-18
1655,-20
1677,-18
1727,-21
1744,-19
1747,-22
1804,-25
1817,-23
1857,-21
1885,-24
1929,-26
1971,-29
2004,-33
2079,-35
2130,-33
2181,-31
2245,-29
2280,-27
2309,-25
2330,-28
2354,-27
2378,-25
2403,-27
2439,-29
2464,-31
2504,-28
2535,-27
2631,-29
2660,-26
2678,-28
2691,-25
2710,-27
2737,-24
2754,-27
2774,-25
2796,-23
2808,-25
2822,-28
2853,-31
