Seconds_Since_Start,Score_Difference
25,-3
93,-1
109,-4
151,-6
171,-4
215,-2
243,1
260,-1
287,-3
348,-5
380,-8
389,-6
402,-9
432,-6
480,-8
485,-6
493,-7
513,-10
535,-13
557,-15
581,-17
598,-15
610,-17
624,-15
643,-17
656,-18
661,-19
666,-21
709,-19
719,-21
736,-19
787,-21
842,-19
876,-17
902,-19
924,-21
957,-19
999,-16
1011,-19
1035,-17
1062,-15
1077,-17
1093,-15
1125,-17
1140,-20
1183,-18
1204,-21
1212,-20
1220,-22
1237,-20
1254,-21
1270,-20
1289,-22
1313,-25
1335,-23
1355,-25
1364,-23
1381,-24
1392,-22
1457,-20
1498,-18
1554,-21
1570,-18
1597,-16
1605,-17
1615,-15
1632,-18
1655,-16
1666,-17
1692,-15
1726,-13
1764,-15
1782,-13
1809,-15
1826,-12
1875,-10
1950,-12
1971,-9
1991,-11
2003,-9
2015,-11
2047,-14
2098,-16
2115,-13
2148,-11
2159,-13
2208,-10
2229,-13
2247,-15
2294,-17
2315,-15
2340,-17
2421,-15
2439,-17
2446,-15
2530,-17
2558,-20
2566,-18
2586,-20
2616,-23
2629,-20
2677,-22
2692,-20
2784,-22
2820,-25
2855,-28
