Seconds_Since_Start,Score_Difference
26,2
39,4
64,7
79,5
113,3
142,6
157,9
174,7
214,9
229,7
265,4
297,6
322,8
368,6
390,8
422,6
438,8
451,6
457,9
511,7
603,9
622,7
633,9
688,11
698,9
716,11
733,14
771,12
794,14
801,12
813,15
833,17
848,14
864,16
879,13
892,15
924,17
939,14
962,11
990,8
1015,11
1048,13
1093,10
1119,8
1137,11
1166,9
1182,6
1203,4
1224,2
1234,4
1253,2
1270,1
1289,3
1323,6
1343,4
1373,3
1411,2
1426,4
1531,2
1575,-1
1595,1
1608,-1
1658,-3
1690,-5
1704,-3
1724,-6
1741,-4
1764,-6
1786,-3
1814,-2
1846,0
1897,-3
1913,-1
1962,2
1985,-1
2010,1
2072,3
2096,1
2106,3
2149,0
2160,2
2214,1
2238,3
2267,0
2340,-2
2380,-5
2397,-3
2416,-1
2456,1
2479,-2
2508,-4
2560,-2
2577,-4
2605,-1
2619,-2
2629,0
2650,-2
2655,1
2689,4
2723,6
2742,3
2774,6
2845,8
2850,6
2860,4
2868,6
