Seconds_Since_Start,Score_Difference
26,2
48,0
64,2
96,0
123,-2
147,0
171,-3
190,-1
216,1
286,3
309,5
364,6
424,4
461,2
481,0
525,2
565,5
587,3
627,1
644,3
673,1
681,3
695,1
736,-1
761,-3
786,-1
801,-3
812,-2
881,0
901,-2
935,-4
950,-2
974,0
981,-1
1016,-3
1039,-5
1078,-8
1105,-6
1126,-8
1162,-10
1175,-12
1233,-10
1289,-8
1316,-10
1331,-8
1348,-10
1401,-12
1459,-14
1484,-12
1510,-10
1536,-7
1579,-5
1639,-3
1682,-1
1741,1
1802,3
1818,1
1847,-1
1939,-3
1971,-1
2001,-3
2038,-1
2055,-3
2124,-5
2137,-3
2187,-6
2251,-8
2270,-6
2355,-8
2380,-10
2415,-12
2451,-10
2473,-12
2518,-11
2608,-13
2625,-11
2677,-9
2728,-7
2767,-6
2789,-8
2817,-10
2853,-9
2871,-10
2876,-8
