Seconds_Since_Start,Score_Difference
35,-3
62,-5
123,-7
163,-5
188,-2
218,-4
235,-1
283,1
289,-1
299,1
315,0
324,1
344,3
383,6
445,8
456,6
479,3
500,5
536,8
561,11
601,9
658,12
676,9
695,7
718,9
759,7
804,5
820,3
845,5
881,7
900,5
919,7
945,10
992,8
1011,11
1027,9
1060,7
1116,10
1123,8
1163,10
1185,12
1197,10
1249,13
1300,11
1316,13
1328,11
1338,14
1357,16
1366,14
1422,12
1440,10
1456,7
1523,5
1538,7
1547,4
1592,1
1629,3
1655,4
1673,6
1683,4
1700,6
1729,8
1741,5
1772,2
1822,3
1848,4
1859,2
1892,0
1940,-3
1944,-2
1975,-4
1998,-7
2030,-5
2040,-8
2047,-6
2083,-8
2118,-10
2128,-8
2173,-6
2211,-8
2231,-5
2241,-7
2252,-5
2263,-7
2297,-9
2336,-8
2350,-10
2363,-7
2389,-5
2446,-7
2462,-5
2475,-7
2512,-6
2534,-8
2649,-6
2665,-8
2698,-9
2712,-11
2747,-14
2762,-12
2783,-15
2794,-12
2817,-14
2828,-12
2833,-14
