Seconds_Since_Start,Score_Difference
12,2
38,5
47,2
94,-1
113,1
187,3
191,0
293,2
313,0
337,2
363,0
400,-3
420,-1
435,-2
465,-4
483,-1
526,2
547,0
673,2
696,4
714,1
752,-1
778,-3
807,-1
822,-3
840,-2
887,0
910,-2
954,0
1069,-2
1149,0
1185,-2
1219,-4
1252,-2
1266,-3
1290,0
1339,3
1374,1
1385,4
1396,2
1403,0
1434,-3
1440,-1
1459,2
1473,-1
1526,0
1538,-2
1556,1
1586,-1
1610,-3
1627,-1
1644,-3
1672,-5
1693,-7
1725,-9
1744,-7
1811,-5
1828,-8
1882,-9
1913,-11
1946,-13
1963,-11
1976,-9
1994,-12
2041,-10
2069,-9
2089,-11
2105,-9
2122,-11
2200,-9
2222,-11
2276,-8
2310,-7
2324,-9
2415,-6
2481,-5
2507,-7
2519,-5
2541,-8
2585,-6
2599,-8
2665,-9
2690,-7
2752,-5
2791,-2
2828,0
2853,2
