Seconds_Since_Start,Score_Difference
47,-2
70,1
92,-1
109,2
117,0
157,-2
192,-4
248,-1
281,1
306,3
324,1
342,3
380,0
394,3
413,0
447,-2
483,-3
491,-1
542,-4
561,-2
628,-4
674,-7
688,-5
703,-7
751,-5
840,-3
885,-1
911,-3
927,-1
966,1
988,3
1006,1
1034,5
1087,3
1108,6
1136,3
1159,6
1172,4
1207,2
1236,-1
1262,2
1282,-1
1353,2
1369,4
1383,1
1391,3
1404,0
1406,1
1429,-1
1494,1
1505,-1
1549,-3
1579,-1
1638,2
1659,0
1712,2
1724,0
1747,-3
1772,-1
1787,-3
1807,-1
1862,-4
1885,-2
1899,0
1917,-2
1975,-6
1990,-3
2022,-1
2044,-3
2126,-2
2149,-4
2210,-1
2282,-4
2304,-2
2323,-4
2350,-2
2356,-5
2420,-6
2475,-9
2514,-7
2531,-9
2545,-8
2620,-11
2642,-10
2686,-11
2701,-10
2723,-13
2776,-11
2794,-13
2829,-15
2866,-12
2879,-14
