Seconds_Since_Start,Score_Difference
23,-2
41,0
69,-2
107,0
123,-1
150,1
186,3
210,5
240,7
340,9
352,6
375,8
398,6
475,8
597,11
623,14
661,16
684,19
741,17
761,20
821,22
830,20
836,22
864,25
880,22
914,21
934,23
1003,21
1026,23
1050,26
1069,25
1079,27
1095,25
1154,23
1183,21
1208,23
1227,22
1264,20
1281,22
1298,20
1322,18
1357,20
1366,18
1387,16
1399,19
1455,17
1479,19
1527,17
1564,15
1611,12
1652,9
1686,7
1709,4
1728,2
1784,0
1857,3
1910,0
1929,2
1963,5
1993,3
2009,5
2074,3
2099,0
2116,2
2159,4
2228,1
2243,3
2258,0
2292,-2
2304,0
2346,-3
2363,-1
2396,1
2437,3
2453,1
2472,3
2489,1
2505,3
2540,6
2576,8
2596,10
2605,7
2661,9
2678,6
2697,8
2708,5
2735,2
2820,0
3337,2
3360,0
3396,3
3412,1
3439,-1
3469,-2
3482,0
3500,2
3506,0
4040,-3
4116,-5
4160,-6
4195,-8
4231,-10
4241,-8
4249,-10
4281,-12
4287,-10
4311,-12
