Seconds_Since_Start,Score_Difference
13,2
62,0
79,3
119,0
147,-1
212,2
225,-1
245,-3
269,-1
325,1
329,0
381,2
397,3
434,1
445,3
467,1
531,-1
559,-4
593,-2
620,0
637,-2
647,1
671,2
697,5
717,3
752,0
772,1
807,3
835,5
862,7
889,4
913,6
955,8
978,10
992,8
1009,10
1040,7
1084,9
1126,11
1140,9
1169,6
1208,8
1238,10
1250,8
1262,7
1285,9
1344,13
1356,11
1379,13
1402,16
1413,18
1440,15
1452,12
1490,14
1500,12
1527,13
1549,15
1561,12
1576,14
1626,12
1668,15
1682,13
1702,15
1728,18
1772,16
1801,18
1897,20
1909,18
1928,20
1971,17
2013,19
2087,17
2096,20
2140,22
2157,20
2225,19
2255,21
2293,22
2303,20
2332,22
2350,20
2357,22
2386,25
2404,23
2414,25
2440,28
2454,25
2469,27
2507,29
2520,27
2549,29
2562,26
2603,28
2630,30
2660,32
2694,34
2746,36
2798,34
2819,32
2830,34
2840,31
2858,33
2866,31
