Seconds_Since_Start,Score_Difference
22,-2
105,-4
132,-2
145,-4
164,-6
199,-9
215,-7
237,-10
276,-7
295,-9
330,-11
345,-9
390,-12
416,-9
443,-6
465,-8
496,-10
517,-7
528,-9
540,-6
660,-4
695,-6
720,-9
756,-10
778,-9
873,-11
896,-14
923,-12
935,-14
958,-12
981,-10
997,-12
1088,-10
1113,-12
1123,-10
1137,-13
1153,-11
1171,-13
1217,-11
1247,-13
1262,-10
1300,-12
1317,-10
1331,-12
1499,-13
1568,-11
1586,-13
1625,-11
1653,-9
1662,-10
1669,-12
1687,-10
1716,-8
1729,-10
1755,-12
1775,-14
1815,-12
1839,-15
1858,-13
1871,-16
1887,-14
1936,-16
1950,-14
1960,-16
1972,-15
1989,-16
2003,-14
2040,-12
2053,-15
2077,-16
2104,-17
2123,-15
2132,-17
2223,-19
2250,-21
2272,-23
2341,-20
2355,-22
2368,-21
2413,-18
2425,-21
2440,-19
2460,-21
2474,-19
2522,-16
2550,-18
2565,-16
2589,-19
2612,-17
2697,-15
2755,-13
2794,-15
2812,-18
2824,-16
