Seconds_Since_Start,Score_Difference
15,2
46,4
61,2
136,0
181,2
195,-1
215,2
244,0
278,2
323,4
336,2
366,4
398,6
418,4
419,6
425,4
454,6
469,8
485,6
509,8
528,6
539,8
547,6
561,8
575,6
611,4
626,6
657,8
733,6
756,4
780,2
796,5
855,3
873,5
972,3
1011,0
1040,2
1057,1
1079,-1
1118,-3
1130,-4
1177,-3
1225,-1
1245,-3
1256,0
1311,2
1324,0
1331,2
1342,1
1359,3
1377,1
1403,3
1428,5
1440,3
1468,5
1532,8
1588,9
1607,6
1690,4
1706,6
1733,3
1755,5
1773,2
1796,4
1823,6
1841,8
1842,12
1916,14
1930,12
1965,10
1972,8
2009,10
2022,8
2077,10
2106,12
2183,14
2200,12
2225,14
2277,15
2288,13
2303,14
2373,12
2415,9
2430,11
2447,10
2478,8
2506,11
2541,14
2593,17
2730,19
2750,16
2803,18
2819,16
2831,19
