Seconds_Since_Start,Score_Difference
19,2
33,0
52,2
74,0
88,3
130,5
145,3
151,4
168,2
179,4
241,2
259,5
277,2
301,0
324,2
344,0
365,2
376,0
402,2
439,5
481,3
494,5
508,3
532,1
550,3
567,1
596,3
671,1
682,2
749,4
768,1
784,3
813,1
841,-1
859,-2
875,1
901,3
918,2
929,5
959,7
979,9
992,7
1038,9
1051,7
1078,9
1095,7
1112,9
1124,8
1164,10
1184,8
1269,10
1283,8
1298,10
1325,12
1346,10
1372,12
1383,10
1407,7
1454,4
1483,6
1551,4
1590,6
1608,3
1653,6
1680,3
1732,0
1744,2
1756,0
1783,-2
1803,-4
1819,-2
1851,-4
1907,-2
1938,1
1982,3
2011,4
2017,5
2030,2
2054,0
2067,2
2080,0
2112,-2
2125,-1
2159,1
2203,4
2242,5
2265,7
2286,9
2297,7
2312,8
2327,6
2355,4
2396,1
2440,3
2474,1
2498,3
2575,5
2607,8
2622,6
2640,9
2655,8
2669,10
2682,8
2696,10
2709,8
2785,10
2801,8
2821,10
2836,12
2841,12
2848,10
2849,12
