Seconds_Since_Start,Score_Difference
15,2
41,0
107,-2
121,-1
144,1
165,3
177,1
195,3
210,1
232,3
239,1
274,-1
336,1
363,-2
385,0
411,2
466,5
508,7
537,9
587,11
679,9
708,6
735,3
782,1
846,3
872,1
897,-2
916,1
930,-2
981,1
996,-2
1022,-4
1041,-2
1062,-4
1088,-7
1145,-9
1178,-11
1248,-13
1261,-10
1279,-13
1294,-14
1309,-12
1334,-14
1353,-16
1366,-14
1381,-15
1394,-13
1406,-10
1440,-7
1520,-4
1555,-2
1573,-4
1604,-6
1638,-4
1656,-1
1695,1
1708,-2
1753,1
1810,3
1859,6
1884,9
1901,7
1918,8
1937,5
1974,8
2003,6
2020,8
2032,6
2046,9
2061,11
2072,9
2106,6
2129,3
2179,6
2233,9
2259,7
2302,10
2326,12
2366,9
2426,7
2448,9
2474,11
2501,9
2521,11
2535,9
2715,12
2782,15
2824,12
2845,14
2859,12
