Seconds_Since_Start,Score_Difference
18,3
44,6
63,3
81,1
107,-1
135,-3
156,-5
182,-7
203,-5
222,-3
231,-5
250,-3
263,-5
294,-8
304,-6
356,-3
396,0
406,-3
441,-1
487,-3
508,0
534,-2
544,-1
574,1
590,-1
611,-2
640,-4
671,-3
696,-1
713,-3
789,-1
812,-4
830,-1
850,-4
892,-2
922,0
943,-3
975,-1
989,-3
1020,-5
1087,-3
1116,0
1139,-2
1157,1
1168,-1
1235,-4
1280,-6
1300,-7
1321,-4
1340,-6
1360,-9
1391,-12
1401,-10
1502,-13
1524,-11
1558,-9
1593,-12
1678,-10
1751,-9
1871,-6
1886,-8
1907,-6
1963,-3
2008,-1
2019,-4
2040,-1
2066,1
2086,0
2113,-3
2149,-5
2184,-2
2248,-1
2287,-2
2309,0
2339,2
2353,0
2370,3
2387,1
2408,3
2456,6
2476,4
2500,6
2558,7
2576,5
2599,3
2629,1
2663,3
2681,0
2718,2
2786,3
2794,1
2875,3
