Seconds_Since_Start,Score_Difference
20,-2
39,1
97,-1
108,0
134,3
163,6
236,8
282,10
326,8
352,11
363,8
370,10
380,8
401,11
427,9
451,8
460,11
476,9
486,12
499,10
522,8
531,10
547,8
646,10
654,9
670,12
689,10
719,7
759,9
800,6
841,9
875,7
912,5
959,3
985,6
1053,9
1078,6
1089,8
1110,6
1143,9
1155,6
1206,4
1234,6
1247,4
1265,2
1283,0
1299,2
1320,0
1326,2
1359,5
1396,8
1417,6
1476,4
1492,6
1601,5
1673,7
1704,9
1739,11
1749,9
1775,7
1795,8
1818,11
1835,9
1863,11
1899,14
1927,17
1949,15
1964,17
1988,18
2021,15
2041,17
2050,15
2058,17
2114,19
2154,21
2160,18
2173,16
2190,18
2283,21
2326,19
2363,17
2387,20
2413,22
2432,20
2461,17
2486,19
2510,16
2521,19
2533,18
2551,16
2566,19
2596,21
2614,18
2645,17
2666,15
2687,18
2708,16
2732,19
2748,17
2758,19
2808,17
2815,19
2830,16
2858,14
