Seconds_Since_Start,Score_Difference
16,-3
34,-1
92,-3
112,0
161,2
177,-1
197,1
239,3
261,5
271,2
297,4
313,5
325,3
357,6
376,9
392,11
418,13
432,10
458,8
544,6
554,3
579,5
694,3
745,5
781,2
804,5
823,2
873,0
884,3
899,6
925,4
930,7
949,5
983,3
997,5
1035,3
1062,1
1085,4
1126,6
1136,4
1189,2
1208,4
1244,2
1266,0
1269,-2
1298,0
1315,-3
1386,-6
1408,-4
1412,-5
1461,-2
1510,-4
1534,-2
1553,-4
1583,-2
1591,-5
1624,-7
1642,-4
1678,-6
1694,-3
1711,-5
1731,-3
1762,-1
1782,-4
1790,0
1821,3
1837,1
1922,3
1939,1
2030,3
2052,1
2110,4
2119,2
2127,4
2156,1
2180,0
2213,2
2225,-1
2289,-3
2313,-6
2328,-3
2385,-5
2428,-2
2467,-5
2508,-6
2525,-4
2568,-6
2581,-4
2594,-5
2621,-8
2629,-7
2682,-5
2712,-7
2742,-8
2764,-7
2791,-4
2810,-6
2821,-3
2833,-5
2863,-8
