Seconds_Since_Start,Score_Difference
16,2
114,4
141,6
218,4
236,6
308,3
328,6
344,4
377,3
411,1
477,3
503,5
518,3
540,5
556,3
613,1
627,3
645,1
667,3
679,1
693,3
712,1
732,-2
809,-4
880,-2
897,1
981,-2
984,-3
1067,0
1101,2
1160,4
1185,6
1226,4
1240,6
1254,5
1286,2
1295,4
1334,6
1362,8
1375,5
1407,7
1430,9
1499,8
1531,10
1552,8
1580,10
1597,7
1643,5
1656,7
1673,5
1686,7
1735,5
1753,7
1782,10
1842,11
1856,9
1888,7
1921,5
1953,2
1980,4
1997,1
2023,3
2072,0
2129,2
2148,0
2178,2
2200,0
2212,2
2234,-1
2267,-3
2275,-1
2314,2
2327,-1
2346,1
2364,-1
2373,-3
2473,-1
2488,-3
2500,-1
2542,-3
2556,-1
2592,1
2629,3
2647,1
2664,3
2681,0
2728,-2
2757,1
2779,-1
2848,-2
2855,-4
2869,-5
2871,-6
