Seconds_Since_Start,Score_Difference
86,-2
147,0
164,-2
182,0
196,-2
213,0
231,2
246,-1
262,1
287,3
302,1
314,3
337,1
364,3
471,5
480,3
498,5
569,3
599,1
612,4
633,5
643,4
662,1
686,-1
719,-3
750,-5
773,-3
810,-5
934,-2
962,-4
983,-2
995,-4
1027,-6
1123,-7
1134,-5
1154,-7
1218,-4
1271,-2
1281,-5
1306,-3
1331,-5
1356,-2
1397,1
1483,3
1501,1
1517,3
1534,5
1590,6
1638,8
1684,5
1706,8
1727,6
1744,8
1759,7
1770,9
1791,11
1824,13
1875,16
1898,18
1912,16
1942,14
1985,12
1999,14
2020,12
2038,15
2065,13
2084,12
2113,11
2115,13
2125,11
2235,9
2272,7
2293,9
2315,11
2329,9
2363,7
2388,9
2401,6
2465,5
2499,2
2573,0
2586,2
2613,5
2638,7
2649,9
2677,6
2743,4
2758,2
2773,4
2808,7
2837,4
2851,6
2861,3
2868,5
2873,2
2875,4
2880,1
