Seconds_Since_Start,Score_Difference
26,-2
68,0
83,-2
106,0
137,2
210,0
252,-2
277,-4
309,-2
324,-4
348,-2
375,0
383,2
413,4
430,2
455,4
492,6
511,4
535,7
599,9
617,7
652,5
667,6
677,4
690,1
718,-2
732,1
781,4
821,1
870,3
887,1
901,4
919,2
970,0
1058,-2
1083,0
1197,-2
1222,-4
1249,-6
1266,-4
1283,-6
1308,-7
1326,-5
1341,-7
1361,-9
1409,-11
1440,-13
1474,-11
1488,-13
1513,-11
1535,-8
1551,-6
1579,-9
1598,-7
1610,-9
1622,-8
1632,-6
1653,-9
1669,-7
1686,-9
1711,-11
1765,-13
1777,-11
1789,-13
1806,-11
1819,-13
1831,-11
1880,-14
1895,-11
1914,-9
1933,-11
1955,-9
1973,-11
2049,-12
2080,-10
2101,-12
2121,-10
2185,-8
2205,-11
2295,-9
2329,-12
2380,-10
2393,-12
2404,-10
2442,-9
2477,-11
2508,-13
2520,-11
2543,-13
2583,-15
2620,-17
2650,-19
2678,-17
2702,-20
2717,-18
2775,-16
2793,-18
2811,-16
2823,-18
2865,-20
2879,-18
