Seconds_Since_Start,Score_Difference
34,-2
66,-5
133,-3
151,-5
233,-3
265,-1
289,1
302,-1
360,-3
383,-6
405,-4
418,-7
458,-5
478,-2
544,-1
556,1
614,3
629,0
677,2
716,5
747,7
771,9
800,11
834,13
856,11
924,8
955,11
983,14
999,12
1025,14
1074,12
1103,14
1117,12
1161,10
1209,9
1214,6
1226,9
1241,7
1268,4
1296,1
1311,3
1335,5
1349,2
1373,3
1401,6
1428,8
1434,7
1456,9
1469,7
1530,5
1587,3
1624,1
1639,4
1684,6
1712,8
1743,10
1758,7
1797,9
1811,7
1889,4
1913,6
2006,3
2057,1
2068,4
2086,2
2100,4
2125,6
2130,3
2209,1
2233,4
2250,1
2270,3
2299,5
2330,7
2350,5
2433,3
2508,5
2547,7
2630,4
2651,6
2668,5
2688,8
2707,6
2725,7
2767,9
2778,7
2844,8
2848,6
2868,4
2870,6
2875,4
2876,5
